cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,polintr,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplt,trstprt,lrscale,stfeco,stfgov,stfdem,stfedu,gincdif,prtyban,prtvtdru,ctzcntr,atchctr,edulvla,eduyrs,mainact,emplrel,iorgact,uemp5yr,hinctnta,hincfel
RU,ESS1-9e01,1.0,10.12.2020,370087,ESS8e02_2,8,2.2,2974,0.9959756731987,0.628000020980835,4.985758313,3.13105632516937,4,3,3,2,2,,5,5,5,5,5,4,8,7,6,1,,66,1,8,5,16,66,6,66,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,370088,ESS8e02_2,8,2.2,2975,0.9959756731987,2.2136857509613,4.985758313,11.036902135225,4,1,1,2,1,,88,88,88,2,88,3,88,88,88,1,,1,1,10,2,7,66,1,1,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,370089,ESS8e02_2,8,2.2,2976,0.9959756731987,0.322854995727539,4.985758313,1.60967697884216,4,1,2,2,1,,1,3,4,1,5,2,3,3,0,1,,66,1,10,5,12,66,1,1,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,370090,ESS8e02_2,8,2.2,2978,1.49396336078644,0.484282582998276,4.985758313,2.41451591402477,4,3,3,3,4,,3,5,3,3,5,4,5,5,2,2,,1,1,8,5,15,66,1,5,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,370091,ESS8e02_2,8,2.2,2980,0.9959756731987,2.73488521575928,4.985758313,13.6354766995726,4,3,2,2,2,,5,3,4,2,5,7,8,6,88,1,,1,1,9,3,12,66,1,1,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,370092,ESS8e02_2,8,2.2,2981,1.49396336078644,0.942000389099121,4.985758313,4.69658627080018,4,4,2,2,2,,3,3,3,2,5,4,6,7,4,2,,66,1,6,5,13,66,1,2,1,5,4
RU,ESS1-9e01,1.0,10.12.2020,370093,ESS8e02_2,8,2.2,2982,1.49396336078644,0.357616245746613,4.985758313,1.78298817009502,4,2,2,1,1,,2,5,3,2,77,2,4,4,88,1,,66,1,10,5,11,66,1,0,6,6,3
RU,ESS1-9e01,1.0,10.12.2020,370094,ESS8e02_2,8,2.2,2984,1.49396336078644,4.00043392181396,4.985758313,19.9451966812912,2,3,3,3,3,,3,1,1,0,77,2,1,1,88,1,,66,1,9,3,11,66,1,3,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,370095,ESS8e02_2,8,2.2,2986,0.9959756731987,2.2136857509613,4.985758313,11.036902135225,3,1,1,1,1,,3,6,3,1,88,5,88,88,88,7,,20,1,10,1,5,66,1,0,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,370096,ESS8e02_2,8,2.2,2987,0.9959756731987,2.02197599411011,4.985758313,10.0810836213209,4,8,1,1,1,,2,3,3,1,88,3,3,88,88,1,,2,1,10,2,7,66,1,0,6,4,4
RU,ESS1-9e01,1.0,10.12.2020,370097,ESS8e02_2,8,2.2,2988,0.49798783659935,0.314000010490417,4.985758313,1.56552816258469,4,3,2,2,2,,4,5,4,3,5,3,7,6,5,1,,66,1,6,5,16,66,1,3,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,370098,ESS8e02_2,8,2.2,2990,0.49798783659935,0.16142749786377,4.985758313,0.804838489421079,3,2,2,1,1,,3,3,2,2,77,1,4,2,2,1,,2,1,10,5,11,66,1,0,2,1,3
RU,ESS1-9e01,1.0,10.12.2020,370099,ESS8e02_2,8,2.2,2991,0.9959756731987,0.238410964608192,4.985758313,1.18865944870564,2,2,1,2,1,,3,3,2,1,4,5,10,6,5,1,,11,1,10,5,13,66,1,8,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370100,ESS8e02_2,8,2.2,2992,1.9919513463974,3.04229927062988,4.985758313,15.1681688791768,3,2,2,2,1,,5,6,3,1,5,4,7,4,7,1,,66,1,8,2,9,66,1,7,1,8,2
RU,ESS1-9e01,1.0,10.12.2020,370101,ESS8e02_2,8,2.2,2993,0.49798783659935,0.208694279193878,4.985758313,1.04049923736642,2,2,2,2,2,,5,6,5,4,5,7,6,6,6,2,,66,1,6,5,13,66,1,4,2,1,3
RU,ESS1-9e01,1.0,10.12.2020,370102,ESS8e02_2,8,2.2,2996,1.9919513463974,2.27523803710938,4.985758313,11.3437869575719,2,1,1,1,1,,10,10,10,10,5,6,10,10,6,1,,66,1,8,2,9,66,1,9,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370103,ESS8e02_2,8,2.2,2997,1.49396336078644,4.00043392181396,4.985758313,19.9451966812912,3,2,1,2,1,,5,6,4,3,88,4,7,4,7,1,,66,1,7,3,11,66,2,10,1,8,2
RU,ESS1-9e01,1.0,10.12.2020,370104,ESS8e02_2,8,2.2,2999,0.49798783659935,0.119205482304096,4.985758313,0.594329724352822,3,2,1,2,1,,5,5,4,3,88,5,5,88,4,1,,66,1,9,5,13,66,1,8,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,370105,ESS8e02_2,8,2.2,3000,0.9959756731987,0.322854995727539,4.985758313,1.60967697884216,3,2,1,2,1,,5,6,4,4,4,4,8,5,6,1,,2,1,6,5,15,66,2,10,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370106,ESS8e02_2,8,2.2,3002,0.49798783659935,0.119205482304096,4.985758313,0.594329724352822,2,2,1,2,1,,4,5,2,2,88,6,8,5,5,2,,1,1,10,5,12,66,1,8,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370107,ESS8e02_2,8,2.2,3003,2.98792672157288,3.98542904853821,4.985758313,19.8703860096211,3,2,2,2,2,,5,6,5,2,5,7,7,7,7,2,,66,1,5,3,11,66,6,66,6,88,2
RU,ESS1-9e01,1.0,10.12.2020,370108,ESS8e02_2,8,2.2,3005,0.49798783659935,1.07568192481995,4.985758313,5.36309009881489,2,2,1,1,1,,3,6,3,3,5,4,6,4,4,1,,66,1,9,3,10,66,1,5,8,1,3
RU,ESS1-9e01,1.0,10.12.2020,370109,ESS8e02_2,8,2.2,3008,0.9959756731987,0.238410964608192,4.985758313,1.18865944870564,2,2,2,2,1,,4,7,2,2,4,5,5,5,4,1,,1,1,7,5,15,66,1,7,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370110,ESS8e02_2,8,2.2,3011,0.49798783659935,0.16142749786377,4.985758313,0.804838489421079,3,2,1,2,1,,5,6,4,3,88,4,7,4,7,1,,66,1,7,5,18,66,1,2,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,370111,ESS8e02_2,8,2.2,3012,1.49396336078644,0.595637798309326,4.985758313,2.96970610445774,3,2,1,2,1,,5,5,4,3,77,4,7,4,4,1,,66,1,7,5,13,6,2,88,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370112,ESS8e02_2,8,2.2,3013,0.9959756731987,2.2136857509613,4.985758313,11.036902135225,3,1,1,2,1,,2,2,7,5,5,4,7,88,4,1,,66,1,8,2,11,66,1,0,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,370113,ESS8e02_2,8,2.2,3014,0.49798783659935,0.119205482304096,4.985758313,0.594329724352822,2,1,2,2,1,,4,7,2,2,4,4,4,4,4,1,,1,1,6,5,13,6,3,88,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,370114,ESS8e02_2,8,2.2,3015,1.49396336078644,0.357616245746613,4.985758313,1.78298817009502,2,2,1,2,1,,5,6,4,3,88,4,4,88,4,1,,66,1,9,5,14,66,1,5,6,6,3
RU,ESS1-9e01,1.0,10.12.2020,370115,ESS8e02_2,8,2.2,3016,1.49396336078644,3.21880125999451,4.985758313,16.0481651399125,2,2,2,2,2,,5,6,5,4,88,6,7,6,7,2,,66,1,7,3,11,66,6,66,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370116,ESS8e02_2,8,2.2,3017,1.49396336078644,3.28380846977234,4.985758313,16.3722753764672,2,2,2,3,3,,6,7,10,10,9,5,6,88,6,3,,66,1,5,3,12,66,3,6,6,1,8
RU,ESS1-9e01,1.0,10.12.2020,370117,ESS8e02_2,8,2.2,3018,2.48993897438049,2.8440477848053,4.985758313,14.1797348856622,3,2,2,3,3,,6,6,6,5,5,5,6,4,5,3,,66,1,6,2,10,66,6,66,6,77,8
RU,ESS1-9e01,1.0,10.12.2020,370118,ESS8e02_2,8,2.2,3020,1.9919513463974,1.48417055606842,4.985758313,7.39971568782796,2,2,2,2,2,,5,6,4,6,5,5,5,5,5,3,,1,1,5,2,9,66,6,66,6,88,8
RU,ESS1-9e01,1.0,10.12.2020,370119,ESS8e02_2,8,2.2,3024,0.9959756731987,2.15136384963989,4.985758313,10.7261801976298,3,3,3,3,3,,4,3,3,5,5,5,5,5,8,3,,1,1,3,3,14,66,6,66,6,10,8
RU,ESS1-9e01,1.0,10.12.2020,370120,ESS8e02_2,8,2.2,3030,1.49396336078644,2.28172564506531,4.985758313,11.3761326028696,3,3,4,1,4,,6,3,4,9,5,2,7,4,5,3,,1,1,5,2,9,66,1,2,1,1,3
RU,ESS1-9e01,1.0,10.12.2020,370121,ESS8e02_2,8,2.2,3031,1.9919513463974,3.04229927062988,4.985758313,15.1681688791768,1,2,3,2,4,,5,3,1,8,4,7,2,6,6,3,,1,1,5,2,11,66,1,7,2,1,4
RU,ESS1-9e01,1.0,10.12.2020,370122,ESS8e02_2,8,2.2,3032,2.48993897438049,1.85521328449249,4.985758313,9.24964505554648,2,3,5,5,5,,10,2,5,3,8,2,5,5,9,1,,66,1,7,2,11,66,2,10,1,2,3
RU,ESS1-9e01,1.0,10.12.2020,370123,ESS8e02_2,8,2.2,3038,1.49396336078644,0.484282582998276,4.985758313,2.41451591402477,4,2,1,2,2,,2,2,1,1,88,4,3,1,2,2,,1,1,8,5,14,66,1,4,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370124,ESS8e02_2,8,2.2,3039,1.49396336078644,0.549332797527313,4.985758313,2.73884056187535,3,1,4,1,4,,3,2,0,0,5,3,1,0,0,1,,1,1,9,5,18,66,1,6,6,8,1
RU,ESS1-9e01,1.0,10.12.2020,370125,ESS8e02_2,8,2.2,3041,0.9959756731987,0.238410964608192,4.985758313,1.18865944870564,2,4,2,4,3,,5,1,6,3,3,6,3,6,3,2,,4,1,3,5,13,66,6,66,1,2,4
RU,ESS1-9e01,1.0,10.12.2020,370126,ESS8e02_2,8,2.2,3042,2.48993897438049,3.21018934249878,4.985758313,16.0052282006673,2,4,2,5,3,,4,7,7,4,4,7,3,5,5,3,,66,1,5,2,10,66,6,66,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,370127,ESS8e02_2,8,2.2,3043,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,4,2,1,1,1,,4,5,4,4,5,3,6,88,2,2,,1,1,9,5,15,66,1,8,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,370128,ESS8e02_2,8,2.2,3044,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,4,2,1,1,1,,4,5,4,4,5,3,77,88,3,2,,1,1,9,5,15,66,1,5,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,370129,ESS8e02_2,8,2.2,3046,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,3,2,2,2,2,,6,7,7,7,5,5,8,6,4,2,,1,1,9,5,15,66,1,6,6,6,3
RU,ESS1-9e01,1.0,10.12.2020,370130,ESS8e02_2,8,2.2,3047,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,3,2,1,2,2,,5,6,6,6,5,6,8,6,8,2,,66,1,9,5,13,66,1,6,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,370131,ESS8e02_2,8,2.2,3048,0.966233253479004,0.50819319486618,4.985758313,2.53372844591409,3,2,2,2,2,,7,7,8,7,5,4,6,6,9,2,,1,1,9,5,14,66,1,5,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370132,ESS8e02_2,8,2.2,3049,0.483116626739502,1.49268555641174,4.985758313,7.44216942157488,3,2,1,1,1,,88,1,2,3,5,3,7,6,3,2,,1,1,7,3,11,66,1,3,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,370133,ESS8e02_2,8,2.2,3050,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,2,3,3,3,3,,6,6,7,7,77,6,7,6,6,2,,1,1,8,5,15,66,1,5,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370134,ESS8e02_2,8,2.2,3051,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,3,2,2,2,1,,6,6,5,5,88,6,6,5,5,2,,1,1,6,5,15,66,1,4,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,370135,ESS8e02_2,8,2.2,3054,0.966233253479004,0.448014765977859,4.985758313,2.23369334382086,2,3,3,3,3,,7,7,7,7,5,5,6,5,6,2,,1,1,7,5,13,66,1,5,6,8,1
RU,ESS1-9e01,1.0,10.12.2020,370136,ESS8e02_2,8,2.2,3055,1.44934988021851,0.762289583683014,4.985758313,3.8005916287609,2,3,3,3,3,,7,7,8,7,5,6,6,6,6,2,,1,1,8,5,14,66,1,7,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370137,ESS8e02_2,8,2.2,3057,0.966233253479004,0.50819319486618,4.985758313,2.53372844591409,2,2,2,1,2,,6,6,6,6,88,3,6,88,7,2,,77,1,5,5,13,66,1,1,1,3,4
RU,ESS1-9e01,1.0,10.12.2020,370138,ESS8e02_2,8,2.2,3062,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,4,7,7,2,7,,88,88,88,88,77,6,77,77,6,3,,77,1,7,5,16,66,1,9,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370139,ESS8e02_2,8,2.2,3063,0.966233253479004,0.448014765977859,4.985758313,2.23369334382086,1,2,4,2,3,,3,7,5,5,5,3,7,5,4,2,,1,1,7,5,15,66,1,7,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,370140,ESS8e02_2,8,2.2,3064,1.44934988021851,4.00043392181396,4.985758313,19.9451966812912,3,1,1,1,1,,9,88,88,88,88,3,7,88,88,3,,1,1,5,3,10,66,6,66,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,370141,ESS8e02_2,8,2.2,3065,0.483116626739502,0.25409659743309,4.985758313,1.26686422295704,2,2,2,2,2,,6,5,5,5,77,1,6,1,5,2,,13,1,5,5,13,66,1,0,1,77,7
RU,ESS1-9e01,1.0,10.12.2020,370142,ESS8e02_2,8,2.2,3066,0.483116626739502,1.49268555641174,4.985758313,7.44216942157488,2,1,1,1,1,,4,4,4,4,77,1,77,3,5,1,,13,1,6,3,12,66,1,3,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,370143,ESS8e02_2,8,2.2,3067,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,2,2,4,2,2,,3,4,5,5,5,4,8,2,5,2,,13,1,7,5,15,66,7,5,1,5,3
RU,ESS1-9e01,1.0,10.12.2020,370144,ESS8e02_2,8,2.2,3068,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,3,1,3,3,5,,88,3,3,88,5,4,6,5,5,2,,66,1,8,5,13,66,1,9,1,77,7
RU,ESS1-9e01,1.0,10.12.2020,370145,ESS8e02_2,8,2.2,3069,0.966233253479004,3.03788566589355,4.985758313,15.1461637126723,4,8,8,8,8,,0,0,1,0,7,4,6,4,88,1,,66,1,4,3,11,66,1,4,2,6,1
RU,ESS1-9e01,1.0,10.12.2020,370146,ESS8e02_2,8,2.2,3070,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,2,1,8,1,1,,2,1,0,0,1,2,5,4,8,1,,66,1,5,5,12,66,1,2,6,5,1
RU,ESS1-9e01,1.0,10.12.2020,370147,ESS8e02_2,8,2.2,3071,0.483116626739502,0.22400738298893,4.985758313,1.11684667191043,3,1,1,1,8,,1,2,0,1,4,88,9,3,5,1,,66,1,6,5,13,66,1,0,6,88,8
RU,ESS1-9e01,1.0,10.12.2020,370148,ESS8e02_2,8,2.2,3072,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,3,1,1,1,1,,5,2,1,0,4,7,7,88,6,3,,66,2,7,5,12,66,2,10,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370149,ESS8e02_2,8,2.2,3073,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,1,1,3,2,2,,2,3,2,2,5,88,1,1,0,1,,66,1,88,5,12,66,1,0,6,77,8
RU,ESS1-9e01,1.0,10.12.2020,370150,ESS8e02_2,8,2.2,3074,0.483116626739502,1.51894283294678,4.985758313,7.57308185633616,2,2,3,2,1,,4,3,3,1,8,5,8,4,7,2,,66,1,4,3,12,1,1,2,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370151,ESS8e02_2,8,2.2,3075,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,4,1,1,2,1,,1,3,0,0,88,3,6,3,7,2,,66,2,4,5,12,66,1,3,6,88,7
RU,ESS1-9e01,1.0,10.12.2020,370152,ESS8e02_2,8,2.2,3082,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,8,1,1,1,,4,1,0,0,5,4,4,4,6,3,,66,1,3,5,15,66,1,10,6,10,1
RU,ESS1-9e01,1.0,10.12.2020,370153,ESS8e02_2,8,2.2,3086,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,2,2,3,2,3,,0,0,0,2,6,2,1,0,0,1,,66,1,9,5,12,66,1,0,6,77,8
RU,ESS1-9e01,1.0,10.12.2020,370154,ESS8e02_2,8,2.2,3091,0.966233253479004,0.50819319486618,4.985758313,2.53372844591409,1,3,1,1,2,,3,4,5,8,7,6,4,7,77,4,,13,1,6,5,15,66,1,88,6,10,3
RU,ESS1-9e01,1.0,10.12.2020,370155,ESS8e02_2,8,2.2,3093,0.966233253479004,0.50819319486618,4.985758313,2.53372844591409,1,2,1,2,1,,0,2,0,0,6,2,4,2,3,2,,66,2,3,5,13,66,1,3,6,88,7
RU,ESS1-9e01,1.0,10.12.2020,370156,ESS8e02_2,8,2.2,3094,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,2,1,1,3,1,,0,3,0,0,4,4,6,3,88,3,,66,1,5,5,13,66,1,0,6,88,1
RU,ESS1-9e01,1.0,10.12.2020,370157,ESS8e02_2,8,2.2,3098,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,3,1,3,2,2,,7,7,3,3,88,6,8,3,6,4,,1,1,6,5,15,66,2,10,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370158,ESS8e02_2,8,2.2,3099,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,4,2,1,1,1,,2,8,2,2,88,5,6,88,8,2,,66,1,10,5,14,66,1,2,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370159,ESS8e02_2,8,2.2,3100,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,3,2,1,2,1,,7,8,5,5,6,7,9,7,8,3,,1,1,9,5,16,66,6,66,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,370160,ESS8e02_2,8,2.2,3101,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,2,1,2,2,2,,5,3,5,4,4,3,4,5,1,1,,1,1,9,5,14,66,2,10,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370161,ESS8e02_2,8,2.2,3102,0.966233253479004,0.448014765977859,4.985758313,2.23369334382086,3,2,2,2,1,,10,10,8,8,88,8,10,7,6,4,,66,1,5,5,16,66,1,0,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370162,ESS8e02_2,8,2.2,3103,0.966233253479004,0.448014765977859,4.985758313,2.23369334382086,2,2,3,2,2,,8,8,6,6,10,7,10,10,7,2,,1,1,10,5,14,66,1,0,2,8,1
RU,ESS1-9e01,1.0,10.12.2020,370163,ESS8e02_2,8,2.2,3104,1.44934988021851,0.868793368339539,4.985758313,4.33159375847813,1,4,5,3,5,,10,10,10,8,10,8,10,7,7,4,,66,1,10,5,15,66,2,10,6,10,1
RU,ESS1-9e01,1.0,10.12.2020,370164,ESS8e02_2,8,2.2,3105,0.966233253479004,3.03788566589355,4.985758313,15.1461637126723,2,1,2,3,2,,1,0,2,7,4,7,8,5,8,1,,1,1,2,3,11,66,2,10,6,9,3
RU,ESS1-9e01,1.0,10.12.2020,370165,ESS8e02_2,8,2.2,3106,0.966233253479004,0.579195499420166,4.985758313,2.88772877608628,3,2,4,2,3,,4,4,3,3,4,2,3,3,3,4,,1,1,5,5,17,66,1,1,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,370166,ESS8e02_2,8,2.2,3107,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,2,3,1,1,1,,6,8,3,1,2,4,6,5,4,2,,1,1,10,5,15,1,1,9,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,370167,ESS8e02_2,8,2.2,3108,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,2,1,3,2,,6,4,5,5,88,5,5,6,5,3,,66,1,6,5,14,66,6,66,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370168,ESS8e02_2,8,2.2,3109,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,2,3,3,4,4,,6,6,6,8,77,6,5,8,4,1,,1,1,8,5,16,66,1,1,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,370169,ESS8e02_2,8,2.2,3110,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,1,1,1,1,,88,88,88,88,88,5,88,4,4,8,,66,1,4,5,15,66,6,66,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370170,ESS8e02_2,8,2.2,3111,0.966233253479004,0.448014765977859,4.985758313,2.23369334382086,2,4,3,3,3,,5,7,7,5,77,7,6,6,7,3,,1,1,8,5,13,66,1,5,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,370171,ESS8e02_2,8,2.2,3112,0.966233253479004,3.03788566589355,4.985758313,15.1461637126723,2,2,2,2,2,,3,5,4,5,77,4,6,6,5,3,,66,1,7,3,10,66,6,66,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370172,ESS8e02_2,8,2.2,3113,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,1,1,2,1,,3,3,3,2,88,4,2,3,2,7,,66,1,2,5,13,66,6,66,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370173,ESS8e02_2,8,2.2,3114,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,4,1,1,1,1,,0,0,0,0,88,3,1,4,1,2,,66,1,1,5,13,66,1,1,1,2,3
RU,ESS1-9e01,1.0,10.12.2020,370174,ESS8e02_2,8,2.2,3115,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,3,2,2,2,2,,1,3,3,4,3,3,2,3,3,2,,66,1,4,5,15,66,6,66,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,370175,ESS8e02_2,8,2.2,3116,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,2,1,2,1,,3,4,3,3,77,4,7,6,5,3,,66,1,6,5,17,66,6,66,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,370176,ESS8e02_2,8,2.2,3117,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,1,1,1,1,,88,88,88,88,88,4,4,5,5,8,,66,1,3,5,15,66,6,66,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,370177,ESS8e02_2,8,2.2,3118,0.483116626739502,0.435726821422577,4.985758313,2.17242862210468,4,2,2,1,2,,5,4,5,5,77,6,6,5,4,3,,1,1,8,5,15,66,1,5,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370178,ESS8e02_2,8,2.2,3119,0.966233253479004,0.871453642845154,4.985758313,4.34485724420936,4,1,2,1,2,,2,2,3,2,77,3,2,3,4,4,,66,1,2,5,15,66,6,66,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,370179,ESS8e02_2,8,2.2,3120,0.483116626739502,0.289597749710083,4.985758313,1.44386438804314,4,1,2,3,2,,1,0,3,3,2,2,3,3,3,2,,66,1,1,5,15,66,1,2,1,7,2
RU,ESS1-9e01,1.0,10.12.2020,370180,ESS8e02_2,8,2.2,3122,0.483116626739502,1.49268555641174,4.985758313,7.44216942157488,4,2,1,2,1,,5,4,4,4,5,2,3,1,88,2,,66,1,9,3,12,66,1,1,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,370181,ESS8e02_2,8,2.2,3123,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,3,2,1,1,1,,3,3,3,3,5,3,4,2,6,3,,1,1,7,5,13,66,1,1,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,370182,ESS8e02_2,8,2.2,3125,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,1,3,4,3,3,,4,5,4,4,7,4,6,5,5,5,,2,1,10,5,17,1,1,10,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,370183,ESS8e02_2,8,2.2,3126,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,4,2,1,1,1,,5,4,4,4,88,2,3,88,1,4,,2,1,9,5,12,66,1,1,2,7,3
RU,ESS1-9e01,1.0,10.12.2020,370184,ESS8e02_2,8,2.2,3128,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,2,1,1,2,1,,1,1,1,1,5,2,2,88,88,4,,1,1,7,5,11,66,1,3,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,370185,ESS8e02_2,8,2.2,3129,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,2,2,2,2,2,,3,3,3,2,5,5,3,88,5,4,,1,1,8,5,13,66,1,4,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,370186,ESS8e02_2,8,2.2,3130,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,2,2,2,2,1,,5,6,5,5,5,1,3,88,3,2,,1,1,9,5,13,66,1,9,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,370187,ESS8e02_2,8,2.2,3131,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,3,2,2,2,2,,2,4,2,2,5,1,2,88,1,5,,66,1,9,5,12,66,1,2,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,370188,ESS8e02_2,8,2.2,3134,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,4,1,1,1,1,,5,5,4,4,88,3,3,88,5,3,,1,1,8,5,13,66,1,0,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,370189,ESS8e02_2,8,2.2,3135,0.483116626739502,0.165417149662971,4.985758313,0.824729929044925,3,1,1,1,1,,5,6,5,4,88,4,4,88,88,2,,1,1,9,5,13,66,1,1,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,370190,ESS8e02_2,8,2.2,3137,0.966233253479004,0.50819319486618,4.985758313,2.53372844591409,1,2,2,2,2,,5,6,4,6,88,2,4,77,3,4,,1,1,8,5,15,66,1,8,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,370191,ESS8e02_2,8,2.2,3138,0.483116626739502,0.22400738298893,4.985758313,1.11684667191043,4,1,1,1,1,,0,1,0,0,88,1,3,88,0,5,,66,1,8,5,15,66,1,7,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,370192,ESS8e02_2,8,2.2,3139,0.966233253479004,0.551030397415161,4.985758313,2.74730438462833,3,2,2,2,2,,1,1,2,3,6,4,3,3,3,5,,66,1,8,5,12,66,1,5,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,370193,ESS8e02_2,8,2.2,3140,0.966233253479004,0.330834299325943,4.985758313,1.64945985808985,4,2,2,2,1,,88,3,88,88,5,4,3,2,4,3,,66,1,9,5,12,66,1,3,6,6,4
